,phosphate,plate,replicate,treatment,weight
4183,P-,Melanie18B2,Melanie1,26,0.0099
4184,P-,Melanie18B2,Melanie1,26,0.0
4185,P-,Melanie18B2,Melanie1,26,0.0
4186,P-,Melanie18B2,Melanie1,26,0.0
4187,P-,Melanie18B3,Melanie1,26,0.0083
4188,P-,Melanie18B3,Melanie1,26,0.0139
4189,P-,Melanie18B3,Melanie1,26,0.0058
4190,P-,Melanie18B3,Melanie1,26,0.0089
4191,P-,Melanie18B3,Melanie1,26,0.0
4192,P-,Melanie18B3,Melanie1,26,0.0
4193,P-,Melanie18B3,Melanie1,26,0.0
4194,P+,Melanie14A1,Melanie1,9,0.0563
4195,P+,Melanie14A1,Melanie1,9,0.0536
4196,P+,Melanie14A1,Melanie1,9,0.0645
4197,P+,Melanie14A1,Melanie1,9,0.0507
4198,P+,Melanie14A1,Melanie1,9,0.0573
4199,P+,Melanie14A1,Melanie1,9,0.0
4200,P+,Melanie14A1,Melanie1,9,0.0
4201,P+,Melanie14A2,Melanie1,9,0.0498
4202,P+,Melanie14A2,Melanie1,9,0.0594
4203,P+,Melanie14A2,Melanie1,9,0.0296
4204,P+,Melanie14A2,Melanie1,9,0.045
4205,P+,Melanie14A2,Melanie1,9,0.0594
4206,P+,Melanie14A2,Melanie1,9,0.0
4207,P+,Melanie14A2,Melanie1,9,0.0
4208,P+,Melanie14A3,Melanie1,9,0.0258
4209,P+,Melanie14A3,Melanie1,9,0.0586
4210,P+,Melanie14A3,Melanie1,9,0.0381
4211,P+,Melanie14A3,Melanie1,9,0.0548
4212,P+,Melanie14A3,Melanie1,9,0.0647
4213,P+,Melanie14A3,Melanie1,9,0.038
4214,P+,Melanie14A3,Melanie1,9,0.0
4215,P-,Melanie14B1,Melanie1,9,0.0218
4216,P-,Melanie14B1,Melanie1,9,0.0152
4217,P-,Melanie14B1,Melanie1,9,0.0141
4218,P-,Melanie14B1,Melanie1,9,0.023
4219,P-,Melanie14B1,Melanie1,9,0.0077
4220,P-,Melanie14B1,Melanie1,9,0.0
4221,P-,Melanie14B1,Melanie1,9,0.0
4222,P-,Melanie14B2,Melanie1,9,0.0205
4223,P-,Melanie14B2,Melanie1,9,0.0237
4224,P-,Melanie14B2,Melanie1,9,0.0087
4225,P-,Melanie14B2,Melanie1,9,0.0115
4226,P-,Melanie14B2,Melanie1,9,0.0053
4227,P-,Melanie14B2,Melanie1,9,0.0
4228,P-,Melanie14B2,Melanie1,9,0.0
4229,P-,Melanie14B3,Melanie1,9,0.0348
4230,P-,Melanie14B3,Melanie1,9,0.0163
4231,P-,Melanie14B3,Melanie1,9,0.0398
4232,P-,Melanie14B3,Melanie1,9,0.0144
4233,P-,Melanie14B3,Melanie1,9,0.0039
4234,P-,Melanie14B3,Melanie1,9,0.0
4235,P-,Melanie14B3,Melanie1,9,0.0
4236,P+,Melanie114A1,Melanie1,66,0.0537
4237,P+,Melanie114A1,Melanie1,66,0.0525
4238,P+,Melanie114A1,Melanie1,66,0.0807
4239,P+,Melanie114A1,Melanie1,66,0.0195
4240,P+,Melanie114A1,Melanie1,66,0.0
4241,P+,Melanie114A1,Melanie1,66,0.0
4242,P+,Melanie114A1,Melanie1,66,0.0
4243,P+,Melanie114A2,Melanie1,66,0.0834
4244,P+,Melanie114A2,Melanie1,66,0.0219
4245,P+,Melanie114A2,Melanie1,66,0.0668
4246,P+,Melanie114A2,Melanie1,66,0.0502
4247,P+,Melanie114A2,Melanie1,66,0.0
4248,P+,Melanie114A2,Melanie1,66,0.0
4249,P+,Melanie114A2,Melanie1,66,0.0
4250,P+,Melanie114A3,Melanie1,66,0.0619
4251,P+,Melanie114A3,Melanie1,66,0.0353
4252,P+,Melanie114A3,Melanie1,66,0.046
4253,P+,Melanie114A3,Melanie1,66,0.0429
4254,P+,Melanie114A3,Melanie1,66,0.0469
4255,P+,Melanie114A3,Melanie1,66,0.0424
4256,P+,Melanie114A3,Melanie1,66,0.0
4257,P-,Melanie114B1,Melanie1,66,0.0283
4258,P-,Melanie114B1,Melanie1,66,0.0208
4259,P-,Melanie114B1,Melanie1,66,0.0243
4260,P-,Melanie114B1,Melanie1,66,0.0143
4261,P-,Melanie114B1,Melanie1,66,0.0196
4262,P-,Melanie114B1,Melanie1,66,0.0139
4263,P-,Melanie114B1,Melanie1,66,0.0
4264,P-,Melanie114B2,Melanie1,66,0.0218
4265,P-,Melanie114B2,Melanie1,66,0.0296
4266,P-,Melanie114B2,Melanie1,66,0.0207
4267,P-,Melanie114B2,Melanie1,66,0.0168
4268,P-,Melanie114B2,Melanie1,66,0.0126
4269,P-,Melanie114B2,Melanie1,66,0.0
4270,P-,Melanie114B2,Melanie1,66,0.0
4271,P-,Melanie114B3,Melanie1,66,0.02
4272,P-,Melanie114B3,Melanie1,66,0.0262
4273,P-,Melanie114B3,Melanie1,66,0.0195
4274,P-,Melanie114B3,Melanie1,66,0.0
4275,P-,Melanie114B3,Melanie1,66,0.0
4276,P-,Melanie114B3,Melanie1,66,0.0
4277,P-,Melanie114B3,Melanie1,66,0.0
4278,P+,Melanie119A1,Melanie1,91,0.0293
4279,P+,Melanie119A1,Melanie1,91,0.0579
4280,P+,Melanie119A1,Melanie1,91,0.0458
4281,P+,Melanie119A1,Melanie1,91,0.0509
4282,P+,Melanie119A1,Melanie1,91,0.0397
4283,P+,Melanie119A1,Melanie1,91,0.0283
4284,P+,Melanie119A1,Melanie1,91,0.0
4285,P+,Melanie119A2,Melanie1,91,0.0648
4286,P+,Melanie119A2,Melanie1,91,0.0503
4287,P+,Melanie119A2,Melanie1,91,0.0474
4288,P+,Melanie119A2,Melanie1,91,0.0478
4289,P+,Melanie119A2,Melanie1,91,0.0311
4290,P+,Melanie119A2,Melanie1,91,0.0133
4291,P+,Melanie119A2,Melanie1,91,0.0
4292,P+,Melanie119A3,Melanie1,91,0.0839
4293,P+,Melanie119A3,Melanie1,91,0.0621
4294,P+,Melanie119A3,Melanie1,91,0.0132
4295,P+,Melanie119A3,Melanie1,91,0.0
4296,P+,Melanie119A3,Melanie1,91,0.0
4297,P+,Melanie119A3,Melanie1,91,0.0
4298,P+,Melanie119A3,Melanie1,91,0.0
4299,P-,Melanie119B1,Melanie1,91,0.0119
4300,P-,Melanie119B1,Melanie1,91,0.0162
4301,P-,Melanie119B1,Melanie1,91,0.0169
4302,P-,Melanie119B1,Melanie1,91,0.0057
4303,P-,Melanie119B1,Melanie1,91,0.0119
4304,P-,Melanie119B1,Melanie1,91,0.0
4305,P-,Melanie119B1,Melanie1,91,0.0
4306,P-,Melanie119B2,Melanie1,91,0.0156
4307,P-,Melanie119B2,Melanie1,91,0.0121
4308,P-,Melanie119B2,Melanie1,91,0.0058
4309,P-,Melanie119B2,Melanie1,91,0.007
4310,P-,Melanie119B2,Melanie1,91,0.006
4311,P-,Melanie119B2,Melanie1,91,0.0032
4312,P-,Melanie119B2,Melanie1,91,0.0
4313,P-,Melanie119B3,Melanie1,91,0.0241
4314,P-,Melanie119B3,Melanie1,91,0.0262
4315,P-,Melanie119B3,Melanie1,91,0.0038
4316,P-,Melanie119B3,Melanie1,91,0.0068
4317,P-,Melanie119B3,Melanie1,91,0.0
4318,P-,Melanie119B3,Melanie1,91,0.0
4319,P-,Melanie119B3,Melanie1,91,0.0
4320,P+,Melanie16A1,Melanie1,21,0.0379
4321,P+,Melanie16A1,Melanie1,21,0.052
4322,P+,Melanie16A1,Melanie1,21,0.0566
4323,P+,Melanie16A1,Melanie1,21,0.0
4324,P+,Melanie16A1,Melanie1,21,0.0
4325,P+,Melanie16A1,Melanie1,21,0.0
4326,P+,Melanie16A1,Melanie1,21,0.0
4327,P+,Melanie16A2,Melanie1,21,0.0278
4328,P+,Melanie16A2,Melanie1,21,0.0246
4329,P+,Melanie16A2,Melanie1,21,0.0092
4330,P+,Melanie16A2,Melanie1,21,0.0
4331,P+,Melanie16A2,Melanie1,21,0.0
4332,P+,Melanie16A2,Melanie1,21,0.0
4333,P+,Melanie16A2,Melanie1,21,0.0
4334,P+,Melanie16A3,Melanie1,21,0.0693
4335,P+,Melanie16A3,Melanie1,21,0.0597
4336,P+,Melanie16A3,Melanie1,21,0.0495
4337,P+,Melanie16A3,Melanie1,21,0.0169
4338,P+,Melanie16A3,Melanie1,21,0.0
4339,P+,Melanie16A3,Melanie1,21,0.0
4340,P+,Melanie16A3,Melanie1,21,0.0
4341,P-,Melanie16B1,Melanie1,21,0.0038
4342,P-,Melanie16B1,Melanie1,21,0.0145
4343,P-,Melanie16B1,Melanie1,21,0.0065
4344,P-,Melanie16B1,Melanie1,21,0.0034
4345,P-,Melanie16B1,Melanie1,21,0.0
4346,P-,Melanie16B1,Melanie1,21,0.0
4347,P-,Melanie16B1,Melanie1,21,0.0
4348,P-,Melanie16B2,Melanie1,21,0.012
4349,P-,Melanie16B2,Melanie1,21,0.0098
4350,P-,Melanie16B2,Melanie1,21,0.0039
4351,P-,Melanie16B2,Melanie1,21,0.0018
4352,P-,Melanie16B2,Melanie1,21,0.0
4353,P-,Melanie16B2,Melanie1,21,0.0
4354,P-,Melanie16B2,Melanie1,21,0.0
4355,P-,Melanie16B3,Melanie1,21,0.0074
4356,P-,Melanie16B3,Melanie1,21,0.0022
4357,P-,Melanie16B3,Melanie1,21,0.0052
4358,P-,Melanie16B3,Melanie1,21,0.0
4359,P-,Melanie16B3,Melanie1,21,0.0
4360,P-,Melanie16B3,Melanie1,21,0.0
4361,P-,Melanie16B3,Melanie1,21,0.0
4362,P+,Melanie118A1,Melanie1,83,0.0726
4363,P+,Melanie118A1,Melanie1,83,0.0801
4364,P+,Melanie118A1,Melanie1,83,0.053
4365,P+,Melanie118A1,Melanie1,83,0.0582
4366,P+,Melanie118A1,Melanie1,83,0.0
4367,P+,Melanie118A1,Melanie1,83,0.0
4368,P+,Melanie118A1,Melanie1,83,0.0
4369,P+,Melanie118A2,Melanie1,83,0.0888
4370,P+,Melanie118A2,Melanie1,83,0.068
4371,P+,Melanie118A2,Melanie1,83,0.074
4372,P+,Melanie118A2,Melanie1,83,0.025
4373,P+,Melanie118A2,Melanie1,83,0.0127
4374,P+,Melanie118A2,Melanie1,83,0.0082
4375,P+,Melanie118A2,Melanie1,83,0.0
4376,P+,Melanie118A3,Melanie1,83,0.0593
4377,P+,Melanie118A3,Melanie1,83,0.0647
4378,P+,Melanie118A3,Melanie1,83,0.0773
4379,P+,Melanie118A3,Melanie1,83,0.0462
4380,P+,Melanie118A3,Melanie1,83,0.0184
4381,P+,Melanie118A3,Melanie1,83,0.0
4382,P+,Melanie118A3,Melanie1,83,0.0
4383,P-,Melanie118B1,Melanie1,83,0.0407
4384,P-,Melanie118B1,Melanie1,83,0.0327
4385,P-,Melanie118B1,Melanie1,83,0.0289
4386,P-,Melanie118B1,Melanie1,83,0.0192
4387,P-,Melanie118B1,Melanie1,83,0.0232
4388,P-,Melanie118B1,Melanie1,83,0.0
4389,P-,Melanie118B1,Melanie1,83,0.0
4390,P-,Melanie118B2,Melanie1,83,0.0355
4391,P-,Melanie118B2,Melanie1,83,0.0192
4392,P-,Melanie118B2,Melanie1,83,0.0153
4393,P-,Melanie118B2,Melanie1,83,0.0225
4394,P-,Melanie118B2,Melanie1,83,0.0155
4395,P-,Melanie118B2,Melanie1,83,0.0157
4396,P-,Melanie118B2,Melanie1,83,0.0
4397,P-,Melanie118B3,Melanie1,83,0.0376
4398,P-,Melanie118B3,Melanie1,83,0.04
4399,P-,Melanie118B3,Melanie1,83,0.0292
4400,P-,Melanie118B3,Melanie1,83,0.0297
4401,P-,Melanie118B3,Melanie1,83,0.0112
4402,P-,Melanie118B3,Melanie1,83,0.0
4403,P-,Melanie118B3,Melanie1,83,0.0
4404,P+,Melanie12A2,Melanie1,MOCK,0.0468
4405,P+,Melanie12A2,Melanie1,MOCK,0.0466
4406,P+,Melanie12A2,Melanie1,MOCK,0.0461
4407,P+,Melanie12A2,Melanie1,MOCK,0.0569
4408,P+,Melanie12A2,Melanie1,MOCK,0.0547
4409,P+,Melanie12A2,Melanie1,MOCK,0.0
4410,P+,Melanie12A2,Melanie1,MOCK,0.0
4411,P+,Melanie12A3,Melanie1,MOCK,0.0234
4412,P+,Melanie12A3,Melanie1,MOCK,0.0649
4413,P+,Melanie12A3,Melanie1,MOCK,0.0475
4414,P+,Melanie12A3,Melanie1,MOCK,0.0553
4415,P+,Melanie12A3,Melanie1,MOCK,0.0597
4416,P+,Melanie12A3,Melanie1,MOCK,0.0078
4417,P+,Melanie12A3,Melanie1,MOCK,0.0
4418,P-,Melanie12B1,Melanie1,MOCK,0.0191
4419,P-,Melanie12B1,Melanie1,MOCK,0.0091
4420,P-,Melanie12B1,Melanie1,MOCK,0.0136
4421,P-,Melanie12B1,Melanie1,MOCK,0.0076
4422,P-,Melanie12B1,Melanie1,MOCK,0.0116
4423,P-,Melanie12B1,Melanie1,MOCK,0.0
4424,P-,Melanie12B1,Melanie1,MOCK,0.0
4425,P-,Melanie12B2,Melanie1,MOCK,0.0256
4426,P-,Melanie12B2,Melanie1,MOCK,0.0321
4427,P-,Melanie12B2,Melanie1,MOCK,0.0127
4428,P-,Melanie12B2,Melanie1,MOCK,0.025
4429,P-,Melanie12B2,Melanie1,MOCK,0.0053
4430,P-,Melanie12B2,Melanie1,MOCK,0.0
4431,P-,Melanie12B2,Melanie1,MOCK,0.0
4432,P+,Melanie19A1,Melanie1,34,0.0127
4433,P+,Melanie19A1,Melanie1,34,0.0436
4434,P+,Melanie19A1,Melanie1,34,0.0436
4435,P+,Melanie19A1,Melanie1,34,0.034
4436,P+,Melanie19A1,Melanie1,34,0.0
4437,P+,Melanie19A1,Melanie1,34,0.0
4438,P+,Melanie19A1,Melanie1,34,0.0
4439,P+,Melanie19A2,Melanie1,34,0.0182
4440,P+,Melanie19A2,Melanie1,34,0.0318
4441,P+,Melanie19A2,Melanie1,34,0.0308
4442,P+,Melanie19A2,Melanie1,34,0.0
4443,P+,Melanie19A2,Melanie1,34,0.0
4444,P+,Melanie19A2,Melanie1,34,0.0
4445,P+,Melanie19A2,Melanie1,34,0.0
4446,P+,Melanie19A3,Melanie1,34,0.036
4447,P+,Melanie19A3,Melanie1,34,0.0389
4448,P+,Melanie19A3,Melanie1,34,0.0312
4449,P+,Melanie19A3,Melanie1,34,0.0448
4450,P+,Melanie19A3,Melanie1,34,0.0
4451,P+,Melanie19A3,Melanie1,34,0.0
4452,P+,Melanie19A3,Melanie1,34,0.0
4453,P-,Melanie19B1,Melanie1,34,0.0105
4454,P-,Melanie19B1,Melanie1,34,0.0177
4455,P-,Melanie19B1,Melanie1,34,0.0139
4456,P-,Melanie19B1,Melanie1,34,0.0212
4457,P-,Melanie19B1,Melanie1,34,0.0198
4458,P-,Melanie19B1,Melanie1,34,0.0
4459,P-,Melanie19B1,Melanie1,34,0.0
4460,P-,Melanie19B2,Melanie1,34,0.0186
4461,P-,Melanie19B2,Melanie1,34,0.0114
4462,P-,Melanie19B2,Melanie1,34,0.0017
4463,P-,Melanie19B2,Melanie1,34,0.0345
4464,P-,Melanie19B2,Melanie1,34,0.0203
4465,P-,Melanie19B2,Melanie1,34,0.0
4466,P-,Melanie19B2,Melanie1,34,0.0
4467,P-,Melanie19B3,Melanie1,34,0.0108
4468,P-,Melanie19B3,Melanie1,34,0.0019
4469,P-,Melanie19B3,Melanie1,34,0.0172
4470,P-,Melanie19B3,Melanie1,34,0.0183
4471,P-,Melanie19B3,Melanie1,34,0.0213
4472,P-,Melanie19B3,Melanie1,34,0.0
4473,P-,Melanie19B3,Melanie1,34,0.0
4474,P+,Melanie120A1,Melanie1,94,0.0
4475,P+,Melanie120A1,Melanie1,94,0.0
4476,P+,Melanie120A1,Melanie1,94,0.0
4477,P+,Melanie120A1,Melanie1,94,0.0
4478,P+,Melanie120A1,Melanie1,94,0.0
4479,P+,Melanie120A1,Melanie1,94,0.0
4480,P+,Melanie120A1,Melanie1,94,0.0
4481,P+,Melanie120A2,Melanie1,94,0.0094
4482,P+,Melanie120A2,Melanie1,94,0.0
4483,P+,Melanie120A2,Melanie1,94,0.0
4484,P+,Melanie120A2,Melanie1,94,0.0
4485,P+,Melanie120A2,Melanie1,94,0.0
4486,P+,Melanie120A2,Melanie1,94,0.0
4487,P+,Melanie120A2,Melanie1,94,0.0
4488,P+,Melanie120A3,Melanie1,94,0.0059
4489,P+,Melanie120A3,Melanie1,94,0.0182
4490,P+,Melanie120A3,Melanie1,94,0.009
4491,P+,Melanie120A3,Melanie1,94,0.0
4492,P+,Melanie120A3,Melanie1,94,0.0
4493,P+,Melanie120A3,Melanie1,94,0.0
4494,P+,Melanie120A3,Melanie1,94,0.0
4495,P-,Melanie120B1,Melanie1,94,0.001
4496,P-,Melanie120B1,Melanie1,94,0.0078
4497,P-,Melanie120B1,Melanie1,94,0.0
4498,P-,Melanie120B1,Melanie1,94,0.0
4499,P-,Melanie120B1,Melanie1,94,0.0
4500,P-,Melanie120B1,Melanie1,94,0.0
4501,P-,Melanie120B1,Melanie1,94,0.0
4502,P-,Melanie120B2,Melanie1,94,0.0033
4503,P-,Melanie120B2,Melanie1,94,0.0
4504,P-,Melanie120B2,Melanie1,94,0.0
4505,P-,Melanie120B2,Melanie1,94,0.0
4506,P-,Melanie120B2,Melanie1,94,0.0
4507,P-,Melanie120B2,Melanie1,94,0.0
4508,P-,Melanie120B2,Melanie1,94,0.0
4509,P-,Melanie120B3,Melanie1,94,0.0039
4510,P-,Melanie120B3,Melanie1,94,0.0
4511,P-,Melanie120B3,Melanie1,94,0.0
4512,P-,Melanie120B3,Melanie1,94,0.0
4513,P-,Melanie120B3,Melanie1,94,0.0
4514,P-,Melanie120B3,Melanie1,94,0.0
4515,P-,Melanie120B3,Melanie1,94,0.0
4516,P+,Melanie124A1,Melanie1,113,0.0529
4517,P+,Melanie124A1,Melanie1,113,0.0455
4518,P+,Melanie124A1,Melanie1,113,0.0418
4519,P+,Melanie124A1,Melanie1,113,0.0328
4520,P+,Melanie124A1,Melanie1,113,0.0547
4521,P+,Melanie124A1,Melanie1,113,0.0
4522,P+,Melanie124A1,Melanie1,113,0.0
4523,P+,Melanie124A2,Melanie1,113,0.0724
4524,P+,Melanie124A2,Melanie1,113,0.0357
4525,P+,Melanie124A2,Melanie1,113,0.0356
4526,P+,Melanie124A2,Melanie1,113,0.0452
4527,P+,Melanie124A2,Melanie1,113,0.0359
4528,P+,Melanie124A2,Melanie1,113,0.0638
4529,P+,Melanie124A2,Melanie1,113,0.0
4530,P+,Melanie124A3,Melanie1,113,0.0371
4531,P+,Melanie124A3,Melanie1,113,0.0596
4532,P+,Melanie124A3,Melanie1,113,0.0471
4533,P+,Melanie124A3,Melanie1,113,0.0441
4534,P+,Melanie124A3,Melanie1,113,0.0331
4535,P+,Melanie124A3,Melanie1,113,0.0
4536,P+,Melanie124A3,Melanie1,113,0.0
4537,P-,Melanie124B1,Melanie1,113,0.0051
4538,P-,Melanie124B1,Melanie1,113,0.0127
4539,P-,Melanie124B1,Melanie1,113,0.0223
4540,P-,Melanie124B1,Melanie1,113,0.0036
4541,P-,Melanie124B1,Melanie1,113,0.0077
4542,P-,Melanie124B1,Melanie1,113,0.0218
4543,P-,Melanie124B1,Melanie1,113,0.0
4544,P-,Melanie124B2,Melanie1,113,0.0248
4545,P-,Melanie124B2,Melanie1,113,0.0198
4546,P-,Melanie124B2,Melanie1,113,0.0093
4547,P-,Melanie124B2,Melanie1,113,0.0128
4548,P-,Melanie124B2,Melanie1,113,0.01
4549,P-,Melanie124B2,Melanie1,113,0.0
4550,P-,Melanie124B2,Melanie1,113,0.0
4551,P-,Melanie124B3,Melanie1,113,0.0197
4552,P-,Melanie124B3,Melanie1,113,0.0067
4553,P-,Melanie124B3,Melanie1,113,0.0137
4554,P-,Melanie124B3,Melanie1,113,0.005
4555,P-,Melanie124B3,Melanie1,113,0.011
4556,P-,Melanie124B3,Melanie1,113,0.0
4557,P-,Melanie124B3,Melanie1,113,0.0
4558,P+,Melanie121A1,Melanie1,96,0.0199
4559,P+,Melanie121A1,Melanie1,96,0.057
4560,P+,Melanie121A1,Melanie1,96,0.0435
4561,P+,Melanie121A1,Melanie1,96,0.0281
4562,P+,Melanie121A1,Melanie1,96,0.0
4563,P+,Melanie121A1,Melanie1,96,0.0
4564,P+,Melanie121A1,Melanie1,96,0.0
4565,P+,Melanie121A2,Melanie1,96,0.0376
4566,P+,Melanie121A2,Melanie1,96,0.0126
4567,P+,Melanie121A2,Melanie1,96,0.0
4568,P+,Melanie121A2,Melanie1,96,0.0
4569,P+,Melanie121A2,Melanie1,96,0.0
4570,P+,Melanie121A2,Melanie1,96,0.0
4571,P+,Melanie121A2,Melanie1,96,0.0
4572,P+,Melanie121A3,Melanie1,96,0.0363
4573,P+,Melanie121A3,Melanie1,96,0.0
4574,P+,Melanie121A3,Melanie1,96,0.0
4575,P+,Melanie121A3,Melanie1,96,0.0
4576,P+,Melanie121A3,Melanie1,96,0.0
4577,P+,Melanie121A3,Melanie1,96,0.0
4578,P+,Melanie121A3,Melanie1,96,0.0
4579,P-,Melanie121B1,Melanie1,96,0.0094
4580,P-,Melanie121B1,Melanie1,96,0.0058
4581,P-,Melanie121B1,Melanie1,96,0.0027
4582,P-,Melanie121B1,Melanie1,96,0.0105
4583,P-,Melanie121B1,Melanie1,96,0.0
4584,P-,Melanie121B1,Melanie1,96,0.0
4585,P-,Melanie121B1,Melanie1,96,0.0
4586,P-,Melanie121B2,Melanie1,96,0.0057
4587,P-,Melanie121B2,Melanie1,96,0.0117
4588,P-,Melanie121B2,Melanie1,96,0.0201
4589,P-,Melanie121B2,Melanie1,96,0.0042
4590,P-,Melanie121B2,Melanie1,96,0.0
4591,P-,Melanie121B2,Melanie1,96,0.0
4592,P-,Melanie121B2,Melanie1,96,0.0
4593,P-,Melanie121B3,Melanie1,96,0.0049
4594,P-,Melanie121B3,Melanie1,96,0.0055
4595,P-,Melanie121B3,Melanie1,96,0.0
4596,P-,Melanie121B3,Melanie1,96,0.0
4597,P-,Melanie121B3,Melanie1,96,0.0
4598,P-,Melanie121B3,Melanie1,96,0.0
4599,P-,Melanie121B3,Melanie1,96,0.0
4600,P+,Melanie133A1,Melanie1,243,0.0302
4601,P+,Melanie133A1,Melanie1,243,0.0584
4602,P+,Melanie133A1,Melanie1,243,0.0125
4603,P+,Melanie133A1,Melanie1,243,0.0474
4604,P+,Melanie133A1,Melanie1,243,0.0049
4605,P+,Melanie133A1,Melanie1,243,0.0374
4606,P+,Melanie133A1,Melanie1,243,0.0
4607,P+,Melanie133A2,Melanie1,243,0.056
4608,P+,Melanie133A2,Melanie1,243,0.0114
4609,P+,Melanie133A2,Melanie1,243,0.0034
4610,P+,Melanie133A2,Melanie1,243,0.0512
4611,P+,Melanie133A2,Melanie1,243,0.046
4612,P+,Melanie133A2,Melanie1,243,0.0
4613,P+,Melanie133A2,Melanie1,243,0.0
4614,P+,Melanie133A3,Melanie1,243,0.0348
4615,P+,Melanie133A3,Melanie1,243,0.0163
4616,P+,Melanie133A3,Melanie1,243,0.0356
4617,P+,Melanie133A3,Melanie1,243,0.0248
4618,P+,Melanie133A3,Melanie1,243,0.0497
4619,P+,Melanie133A3,Melanie1,243,0.0536
4620,P+,Melanie133A3,Melanie1,243,0.0
4621,P-,Melanie133B1,Melanie1,243,0.0086
4622,P-,Melanie133B1,Melanie1,243,0.0166
4623,P-,Melanie133B1,Melanie1,243,0.0211
4624,P-,Melanie133B1,Melanie1,243,0.0276
4625,P-,Melanie133B1,Melanie1,243,0.018
4626,P-,Melanie133B1,Melanie1,243,0.0107
4627,P-,Melanie133B1,Melanie1,243,0.0
4628,P-,Melanie133B2,Melanie1,243,0.0268
4629,P-,Melanie133B2,Melanie1,243,0.0083
4630,P-,Melanie133B2,Melanie1,243,0.0308
4631,P-,Melanie133B2,Melanie1,243,0.0134
4632,P-,Melanie133B2,Melanie1,243,0.0093
4633,P-,Melanie133B2,Melanie1,243,0.0
4634,P-,Melanie133B2,Melanie1,243,0.0
4635,P-,Melanie133B3,Melanie1,243,0.0181
4636,P-,Melanie133B3,Melanie1,243,0.0151
4637,P-,Melanie133B3,Melanie1,243,0.019
4638,P-,Melanie133B3,Melanie1,243,0.0193
4639,P-,Melanie133B3,Melanie1,243,0.0
4640,P-,Melanie133B3,Melanie1,243,0.0
4641,P-,Melanie133B3,Melanie1,243,0.0
4642,P+,Melanie125A1,Melanie1,119,0.0531
4643,P+,Melanie125A1,Melanie1,119,0.051
4644,P+,Melanie125A1,Melanie1,119,0.0367
4645,P+,Melanie125A1,Melanie1,119,0.0517
4646,P+,Melanie125A1,Melanie1,119,0.0331
4647,P+,Melanie125A1,Melanie1,119,0.0219
4648,P+,Melanie125A1,Melanie1,119,0.0
4649,P+,Melanie125A2,Melanie1,119,0.0434
4650,P+,Melanie125A2,Melanie1,119,0.0649
4651,P+,Melanie125A2,Melanie1,119,0.0714
4652,P+,Melanie125A2,Melanie1,119,0.0
4653,P+,Melanie125A2,Melanie1,119,0.0
4654,P+,Melanie125A2,Melanie1,119,0.0
4655,P+,Melanie125A2,Melanie1,119,0.0
4656,P+,Melanie125A3,Melanie1,119,0.0374
4657,P+,Melanie125A3,Melanie1,119,0.038
4658,P+,Melanie125A3,Melanie1,119,0.0318
4659,P+,Melanie125A3,Melanie1,119,0.0414
4660,P+,Melanie125A3,Melanie1,119,0.0
4661,P+,Melanie125A3,Melanie1,119,0.0
4662,P+,Melanie125A3,Melanie1,119,0.0
4663,P-,Melanie125B1,Melanie1,119,0.0034
4664,P-,Melanie125B1,Melanie1,119,0.0234
4665,P-,Melanie125B1,Melanie1,119,0.0085
4666,P-,Melanie125B1,Melanie1,119,0.0104
4667,P-,Melanie125B1,Melanie1,119,0.0154
4668,P-,Melanie125B1,Melanie1,119,0.0109
4669,P-,Melanie125B1,Melanie1,119,0.0
4670,P-,Melanie125B2,Melanie1,119,0.0236
4671,P-,Melanie125B2,Melanie1,119,0.0266
4672,P-,Melanie125B2,Melanie1,119,0.0224
4673,P-,Melanie125B2,Melanie1,119,0.0053
4674,P-,Melanie125B2,Melanie1,119,0.0
4675,P-,Melanie125B2,Melanie1,119,0.0
4676,P-,Melanie125B2,Melanie1,119,0.0
4677,P-,Melanie125B3,Melanie1,119,0.0137
4678,P-,Melanie125B3,Melanie1,119,0.0323
4679,P-,Melanie125B3,Melanie1,119,0.0
4680,P-,Melanie125B3,Melanie1,119,0.0
4681,P-,Melanie125B3,Melanie1,119,0.0
4682,P-,Melanie125B3,Melanie1,119,0.0
4683,P-,Melanie125B3,Melanie1,119,0.0
4684,P+,Melanie126A1,Melanie1,126,0.0309
4685,P+,Melanie126A1,Melanie1,126,0.0384
4686,P+,Melanie126A1,Melanie1,126,0.0104
4687,P+,Melanie126A1,Melanie1,126,0.0
4688,P+,Melanie126A1,Melanie1,126,0.0
4689,P+,Melanie126A1,Melanie1,126,0.0
4690,P+,Melanie126A1,Melanie1,126,0.0
4691,P+,Melanie126A2,Melanie1,126,0.0719
4692,P+,Melanie126A2,Melanie1,126,0.0218
4693,P+,Melanie126A2,Melanie1,126,0.0347
4694,P+,Melanie126A2,Melanie1,126,0.0252
4695,P+,Melanie126A2,Melanie1,126,0.0
4696,P+,Melanie126A2,Melanie1,126,0.0
4697,P+,Melanie126A2,Melanie1,126,0.0
4698,P+,Melanie126A3,Melanie1,126,0.0266
4699,P+,Melanie126A3,Melanie1,126,0.0661
4700,P+,Melanie126A3,Melanie1,126,0.0243
4701,P+,Melanie126A3,Melanie1,126,0.0175
4702,P+,Melanie126A3,Melanie1,126,0.0242
4703,P+,Melanie126A3,Melanie1,126,0.0
4704,P+,Melanie126A3,Melanie1,126,0.0
4705,P-,Melanie126B1,Melanie1,126,0.0241
