,phosphate,plate,replicate,treatment,weight
2096,P+,A7113+3,A,113,0.0019
2097,P+,A7113+3,A,113,0.0231
2098,P+,A7113+3,A,113,0.1891
2099,P+,A7113+4,A,113,0.0
2100,P+,A7113+4,A,113,0.0529
2101,P+,A7113+4,A,113,0.0
2102,P+,A7113+4,A,113,0.0
2103,P+,A7113+4,A,113,0.0153
2104,P-,A7113-1,A,113,0.0053
2105,P-,A7113-1,A,113,0.014
2106,P-,A7113-1,A,113,0.0084
2107,P-,A7113-1,A,113,0.0024
2108,P-,A7113-1,A,113,0.0
2109,P-,A7113-1,A,113,0.0
2110,P-,A7113-2,A,113,0.0072
2111,P-,A7113-2,A,113,0.006
2112,P-,A7113-2,A,113,0.0
2113,P-,A7113-2,A,113,0.0
2114,P-,A7113-2,A,113,0.0085
2115,P-,A7113-2,A,113,0.0
2116,P-,A7113-3,A,113,0.0076
2117,P-,A7113-3,A,113,0.0152
2118,P-,A7113-3,A,113,0.0079
2119,P-,A7113-3,A,113,0.0
2120,P-,A7113-4,A,113,0.0108
2121,P-,A7113-4,A,113,0.0044
2122,P-,A7113-4,A,113,0.0
2123,P-,A7113-4,A,113,0.0
2124,P+,A7MOCK+1,A,MOCK,0.0909
2125,P+,A7MOCK+1,A,MOCK,0.042
2126,P+,A7MOCK+1,A,MOCK,0.0769
2127,P+,A7MOCK+1,A,MOCK,0.0243
2128,P+,A7MOCK+1,A,MOCK,0.1076
2129,P+,A7MOCK+1,A,MOCK,0.083
2130,P+,A7MOCK+1,A,MOCK,0.0991
2131,P+,A7MOCK+2,A,MOCK,0.0
2132,P+,A7MOCK+2,A,MOCK,0.0934
2133,P+,A7MOCK+2,A,MOCK,0.0898
2134,P+,A7MOCK+2,A,MOCK,0.0
2135,P+,A7MOCK+2,A,MOCK,0.1385
2136,P+,A7MOCK+2,A,MOCK,0.0471
2137,P+,A7MOCK+2,A,MOCK,0.1181
2138,P+,A7MOCK+3,A,MOCK,0.0739
2139,P+,A7MOCK+3,A,MOCK,0.0694
2140,P+,A7MOCK+3,A,MOCK,0.0
2141,P+,A7MOCK+3,A,MOCK,0.1026
2142,P+,A7MOCK+3,A,MOCK,0.0
2143,P+,A7MOCK+3,A,MOCK,0.112
2144,P+,A7MOCK+3,A,MOCK,0.0
2145,P+,A7MOCK+4,A,MOCK,0.0848
2146,P+,A7MOCK+4,A,MOCK,0.0
2147,P+,A7MOCK+4,A,MOCK,0.192
2148,P+,A7MOCK+4,A,MOCK,0.0
2149,P+,A7MOCK+4,A,MOCK,0.0
2150,P+,A7MOCK+4,A,MOCK,0.081
2151,P+,A7MOCK+4,A,MOCK,0.0
2152,P-,A7MOCK-1,A,MOCK,0.0199
2153,P-,A7MOCK-1,A,MOCK,0.0114
2154,P-,A7MOCK-1,A,MOCK,0.0
2155,P-,A7MOCK-1,A,MOCK,0.016
2156,P-,A7MOCK-1,A,MOCK,0.0157
2157,P-,A7MOCK-1,A,MOCK,0.0
2158,P-,A7MOCK-1,A,MOCK,0.0
2159,P-,A7MOCK-2,A,MOCK,0.0
2160,P-,A7MOCK-2,A,MOCK,0.0135
2161,P-,A7MOCK-2,A,MOCK,0.0098
2162,P-,A7MOCK-2,A,MOCK,0.0315
2163,P-,A7MOCK-2,A,MOCK,0.0
2164,P-,A7MOCK-2,A,MOCK,0.009
2165,P-,A7MOCK-2,A,MOCK,0.0183
2166,P-,A7MOCK-3,A,MOCK,0.0
2167,P-,A7MOCK-3,A,MOCK,0.0206
2168,P-,A7MOCK-3,A,MOCK,0.0
2169,P-,A7MOCK-3,A,MOCK,0.0148
2170,P-,A7MOCK-3,A,MOCK,0.0
2171,P-,A7MOCK-3,A,MOCK,0.0
2172,P-,A7MOCK-3,A,MOCK,0.0
2173,P-,A7MOCK-4,A,MOCK,0.0214
2174,P-,A7MOCK-4,A,MOCK,0.0
2175,P-,A7MOCK-4,A,MOCK,0.0
2176,P-,A7MOCK-4,A,MOCK,0.0
2177,P-,A7MOCK-4,A,MOCK,0.0172
2178,P-,A7MOCK-4,A,MOCK,0.0159
2179,P-,A7MOCK-4,A,MOCK,0.0
2180,P+,A816+1,A,16,0.0
2181,P+,A816+1,A,16,0.0
2182,P+,A816+1,A,16,0.0768
2183,P+,A816+1,A,16,0.0
2184,P+,A816+1,A,16,0.0
2185,P+,A816+1,A,16,0.0
2186,P+,A816+1,A,16,0.0
2187,P+,A816+2,A,16,0.0577
2188,P+,A816+2,A,16,0.0534
2189,P+,A816+2,A,16,0.0488
2190,P+,A816+2,A,16,0.0
2191,P+,A816+2,A,16,0.0
2192,P+,A816+2,A,16,0.0
2193,P+,A816+2,A,16,0.0382
2194,P+,A816+3,A,16,0.0
2195,P+,A816+3,A,16,0.018
2196,P+,A816+3,A,16,0.0541
2197,P+,A816+3,A,16,0.0
2198,P+,A816+3,A,16,0.0
2199,P+,A816+3,A,16,0.0
2200,P+,A816+3,A,16,0.0
2201,P+,A816+4,A,16,0.0
2202,P+,A816+4,A,16,0.0
2203,P+,A816+4,A,16,0.0642
2204,P+,A816+4,A,16,0.0
2205,P+,A816+4,A,16,0.0
2206,P+,A816+4,A,16,0.0
2207,P+,A816+4,A,16,0.0
2208,P-,A816-1,A,16,0.0228
2209,P-,A816-1,A,16,0.0
2210,P-,A816-1,A,16,0.0
2211,P-,A816-1,A,16,0.0256
2212,P-,A816-1,A,16,0.0
2213,P-,A816-1,A,16,0.0235
2214,P-,A816-1,A,16,0.0
2215,P-,A816-2,A,16,0.0
2216,P-,A816-2,A,16,0.0
2217,P-,A816-2,A,16,0.0238
2218,P-,A816-2,A,16,0.0175
2219,P-,A816-2,A,16,0.0
2220,P-,A816-2,A,16,0.024
2221,P-,A816-2,A,16,0.0
2222,P-,A816-3,A,16,0.0137
2223,P-,A816-3,A,16,0.0131
2224,P-,A816-3,A,16,0.0167
2225,P-,A816-3,A,16,0.0
2226,P-,A816-3,A,16,0.0
2227,P-,A816-3,A,16,0.0217
2228,P-,A816-3,A,16,0.0149
2229,P-,A816-4,A,16,0.0
2230,P-,A816-4,A,16,0.0
2231,P-,A816-4,A,16,0.0
2232,P-,A816-4,A,16,0.0333
2233,P-,A816-4,A,16,0.0
2234,P-,A816-4,A,16,0.0
2235,P-,A816-4,A,16,0.0
2236,P+,A821+1,A,21,0.0
2237,P+,A821+1,A,21,0.0
2238,P+,A821+1,A,21,0.0
2239,P+,A821+1,A,21,0.0
2240,P+,A821+1,A,21,0.0
2241,P+,A821+1,A,21,0.0
2242,P+,A821+1,A,21,0.0514
2243,P+,A821+2,A,21,0.0262
2244,P+,A821+2,A,21,0.0
2245,P+,A821+2,A,21,0.0
2246,P+,A821+2,A,21,0.0492
2247,P+,A821+2,A,21,0.0846
2248,P+,A821+2,A,21,0.0
2249,P+,A821+3,A,21,0.0
2250,P+,A821+3,A,21,0.0244
2251,P+,A821+3,A,21,0.044
2252,P+,A821+3,A,21,0.0
2253,P+,A821+3,A,21,0.0
2254,P+,A821+3,A,21,0.0
2255,P+,A821+4,A,21,0.0
2256,P+,A821+4,A,21,0.0
2257,P+,A821+4,A,21,0.0
2258,P+,A821+4,A,21,0.0
2259,P+,A821+4,A,21,0.0
2260,P+,A821+4,A,21,0.0004
2261,P+,A821+4,A,21,0.0
2262,P-,A821-1,A,21,0.0
2263,P-,A821-1,A,21,0.0
2264,P-,A821-1,A,21,0.0166
2265,P-,A821-1,A,21,0.0082
2266,P-,A821-1,A,21,0.0
2267,P-,A821-1,A,21,0.0
2268,P-,A821-1,A,21,0.0041
2269,P-,A821-2,A,21,0.0
2270,P-,A821-2,A,21,0.0175
2271,P-,A821-2,A,21,0.0
2272,P-,A821-2,A,21,0.0121
2273,P-,A821-2,A,21,0.0127
2274,P-,A821-2,A,21,0.0
2275,P-,A821-2,A,21,0.0103
2276,P-,A821-3,A,21,0.0212
2277,P-,A821-3,A,21,0.0
2278,P-,A821-3,A,21,0.0
2279,P-,A821-3,A,21,0.0092
2280,P-,A821-3,A,21,0.0177
2281,P-,A821-3,A,21,0.0
2282,P-,A821-3,A,21,0.0
2283,P-,A821-4,A,21,0.0091
2284,P-,A821-4,A,21,0.0124
2285,P-,A821-4,A,21,0.0
2286,P-,A821-4,A,21,0.0
2287,P-,A821-4,A,21,0.0
2288,P-,A821-4,A,21,0.0
2289,P-,A821-4,A,21,0.0195
2290,P+,A846c+1,A,46c,0.0299
2291,P+,A846c+1,A,46c,0.0
2292,P+,A846c+1,A,46c,0.087
2293,P+,A846c+1,A,46c,0.064
2294,P+,A846c+1,A,46c,0.0279
2295,P+,A846c+1,A,46c,0.0
2296,P+,A846c+1,A,46c,0.0658
2297,P+,A846c+2,A,46c,0.0
2298,P+,A846c+2,A,46c,0.0061
2299,P+,A846c+2,A,46c,0.0757
2300,P+,A846c+2,A,46c,0.0785
2301,P+,A846c+2,A,46c,0.0795
2302,P+,A846c+2,A,46c,0.0683
2303,P+,A846c+3,A,46c,0.0
2304,P+,A846c+3,A,46c,0.0367
2305,P+,A846c+3,A,46c,0.0963
2306,P+,A846c+3,A,46c,0.0074
2307,P+,A846c+3,A,46c,0.0
2308,P+,A846c+4,A,46c,0.0
2309,P+,A846c+4,A,46c,0.0912
2310,P+,A846c+4,A,46c,0.0
2311,P+,A846c+4,A,46c,0.0865
2312,P+,A846c+4,A,46c,0.0428
2313,P+,A846c+4,A,46c,0.0186
2314,P+,A846c+4,A,46c,0.0
2315,P-,A846c-1,A,46c,0.0204
2316,P-,A846c-1,A,46c,0.0108
2317,P-,A846c-1,A,46c,0.0
2318,P-,A846c-1,A,46c,0.0147
2319,P-,A846c-1,A,46c,0.0
2320,P-,A846c-1,A,46c,0.0223
2321,P-,A846c-2,A,46c,0.01
2322,P-,A846c-2,A,46c,0.0242
2323,P-,A846c-2,A,46c,0.0
2324,P-,A846c-2,A,46c,0.0191
2325,P-,A846c-2,A,46c,0.0189
2326,P-,A846c-3,A,46c,0.0377
2327,P-,A846c-3,A,46c,0.0
2328,P-,A846c-3,A,46c,0.0
2329,P-,A846c-3,A,46c,0.0
2330,P-,A846c-3,A,46c,0.0
2331,P-,A846c-3,A,46c,0.0
2332,P-,A846c-4,A,46c,0.0
2333,P-,A846c-4,A,46c,0.0
2334,P-,A846c-4,A,46c,0.0
2335,P-,A846c-4,A,46c,0.0244
2336,P-,A846c-4,A,46c,0.0162
2337,P-,A846c-4,A,46c,0.0
2338,P-,A846c-4,A,46c,0.0
2339,P+,A8129+1,A,129,0.0
2340,P+,A8129+1,A,129,0.0023
2341,P+,A8129+1,A,129,0.0597
2342,P+,A8129+1,A,129,0.0
2343,P+,A8129+1,A,129,0.0
2344,P+,A8129+2,A,129,0.0533
2345,P+,A8129+2,A,129,0.0244
2346,P+,A8129+2,A,129,0.0
2347,P+,A8129+2,A,129,0.0
2348,P+,A8129+3,A,129,0.0
2349,P+,A8129+3,A,129,0.0539
2350,P+,A8129+3,A,129,0.0764
2351,P+,A8129+3,A,129,0.0807
2352,P+,A8129+3,A,129,0.0875
2353,P+,A8129+4,A,129,0.0
2354,P+,A8129+4,A,129,0.0
2355,P+,A8129+4,A,129,0.0
2356,P+,A8129+4,A,129,0.0317
2357,P-,A8129-1,A,129,0.0
2358,P-,A8129-1,A,129,0.0
2359,P-,A8129-1,A,129,0.0
2360,P-,A8129-1,A,129,0.0108
2361,P-,A8129-1,A,129,0.0
2362,P-,A8129-2,A,129,0.0315
2363,P-,A8129-2,A,129,0.0
2364,P-,A8129-2,A,129,0.0
2365,P-,A8129-2,A,129,0.0264
2366,P-,A8129-2,A,129,0.0
2367,P-,A8129-2,A,129,0.0341
2368,P-,A8129-3,A,129,0.0091
2369,P-,A8129-3,A,129,0.023
2370,P-,A8129-3,A,129,0.0
2371,P-,A8129-3,A,129,0.0
2372,P-,A8129-3,A,129,0.0
2373,P-,A8129-4,A,129,0.033
2374,P-,A8129-4,A,129,0.0
2375,P-,A8129-4,A,129,0.0
2376,P-,A8129-4,A,129,0.0
2377,P-,A8129-4,A,129,0.0
2378,P-,A8129-4,A,129,0.0
2379,P+,A8243+1,A,243,0.0
2380,P+,A8243+1,A,243,0.0
2381,P+,A8243+1,A,243,0.0
2382,P+,A8243+1,A,243,0.0
2383,P+,A8243+1,A,243,0.0285
2384,P+,A8243+1,A,243,0.0
2385,P+,A8243+1,A,243,0.1078
2386,P+,A8243+2,A,243,0.0911
2387,P+,A8243+2,A,243,0.0
2388,P+,A8243+2,A,243,0.0
2389,P+,A8243+2,A,243,0.0
2390,P+,A8243+2,A,243,0.0064
2391,P+,A8243+2,A,243,0.0971
2392,P+,A8243+2,A,243,0.001
2393,P+,A8243+3,A,243,0.0654
2394,P+,A8243+3,A,243,0.0778
2395,P+,A8243+3,A,243,0.0
2396,P+,A8243+3,A,243,0.1388
2397,P+,A8243+3,A,243,0.0
2398,P+,A8243+3,A,243,0.0
2399,P+,A8243+3,A,243,0.0
2400,P+,A8243+4,A,243,0.0478
2401,P+,A8243+4,A,243,0.0295
2402,P+,A8243+4,A,243,0.0325
2403,P+,A8243+4,A,243,0.0
2404,P+,A8243+4,A,243,0.0988
2405,P+,A8243+4,A,243,0.0
2406,P+,A8243+4,A,243,0.0
2407,P-,A8243-1,A,243,0.0256
2408,P-,A8243-1,A,243,0.0
2409,P-,A8243-1,A,243,0.0
2410,P-,A8243-1,A,243,0.0
2411,P-,A8243-1,A,243,0.0
2412,P-,A8243-1,A,243,0.0332
2413,P-,A8243-1,A,243,0.0
2414,P-,A8243-2,A,243,0.0276
2415,P-,A8243-2,A,243,0.0125
2416,P-,A8243-2,A,243,0.0174
2417,P-,A8243-2,A,243,0.0
2418,P-,A8243-2,A,243,0.0018
2419,P-,A8243-2,A,243,0.0
2420,P-,A8243-2,A,243,0.0
2421,P-,A8243-3,A,243,0.0007
2422,P-,A8243-3,A,243,0.0
2423,P-,A8243-3,A,243,0.0352
2424,P-,A8243-3,A,243,0.0
2425,P-,A8243-3,A,243,0.0
2426,P-,A8243-3,A,243,0.0
2427,P-,A8243-3,A,243,0.0
2428,P-,A8243-4,A,243,0.0
2429,P-,A8243-4,A,243,0.0114
2430,P-,A8243-4,A,243,0.0272
2431,P-,A8243-4,A,243,0.0079
2432,P-,A8243-4,A,243,0.0
2433,P-,A8243-4,A,243,0.0
2434,P-,A8243-4,A,243,0.021
2435,P+,A8MOCK+1,A,MOCK,0.0297
2436,P+,A8MOCK+1,A,MOCK,0.0407
2437,P+,A8MOCK+1,A,MOCK,0.0
2438,P+,A8MOCK+1,A,MOCK,0.0515
2439,P+,A8MOCK+1,A,MOCK,0.0133
2440,P+,A8MOCK+1,A,MOCK,0.012
2441,P+,A8MOCK+1,A,MOCK,0.0249
2442,P+,A8MOCK+2,A,MOCK,0.0389
2443,P+,A8MOCK+2,A,MOCK,0.0324
2444,P+,A8MOCK+2,A,MOCK,0.0283
2445,P+,A8MOCK+2,A,MOCK,0.0
2446,P+,A8MOCK+2,A,MOCK,0.0341
2447,P+,A8MOCK+2,A,MOCK,0.0199
2448,P+,A8MOCK+2,A,MOCK,0.0
2449,P+,A8MOCK+3,A,MOCK,0.0609
2450,P+,A8MOCK+3,A,MOCK,0.0
2451,P+,A8MOCK+3,A,MOCK,0.0307
2452,P+,A8MOCK+3,A,MOCK,0.0304
2453,P+,A8MOCK+3,A,MOCK,0.0439
2454,P+,A8MOCK+3,A,MOCK,0.0458
2455,P+,A8MOCK+3,A,MOCK,0.0293
2456,P+,A8MOCK+4,A,MOCK,0.0059
2457,P+,A8MOCK+4,A,MOCK,0.0275
2458,P+,A8MOCK+4,A,MOCK,0.0215
2459,P+,A8MOCK+4,A,MOCK,0.0224
2460,P+,A8MOCK+4,A,MOCK,0.0293
2461,P+,A8MOCK+4,A,MOCK,0.0198
2462,P+,A8MOCK+4,A,MOCK,0.0
2463,P-,A8MOCK-1,A,MOCK,0.0
2464,P-,A8MOCK-1,A,MOCK,0.0137
2465,P-,A8MOCK-1,A,MOCK,0.0095
2466,P-,A8MOCK-1,A,MOCK,0.0
2467,P-,A8MOCK-1,A,MOCK,0.0
2468,P-,A8MOCK-1,A,MOCK,0.0
2469,P-,A8MOCK-1,A,MOCK,0.0163
2470,P-,A8MOCK-2,A,MOCK,0.0
2471,P-,A8MOCK-2,A,MOCK,0.0153
2472,P-,A8MOCK-2,A,MOCK,0.0035
2473,P-,A8MOCK-2,A,MOCK,0.0157
2474,P-,A8MOCK-2,A,MOCK,0.0
2475,P-,A8MOCK-2,A,MOCK,0.0075
2476,P-,A8MOCK-2,A,MOCK,0.0005
2477,P-,A8MOCK-3,A,MOCK,0.0
2478,P-,A8MOCK-3,A,MOCK,0.0
2479,P-,A8MOCK-3,A,MOCK,0.0
2480,P-,A8MOCK-3,A,MOCK,0.0109
2481,P-,A8MOCK-3,A,MOCK,0.0
2482,P-,A8MOCK-3,A,MOCK,0.0
2483,P-,A8MOCK-3,A,MOCK,0.0116
2484,P-,A8MOCK-4,A,MOCK,0.0
2485,P-,A8MOCK-4,A,MOCK,0.0199
2486,P-,A8MOCK-4,A,MOCK,0.0
2487,P-,A8MOCK-4,A,MOCK,0.0153
2488,P-,A8MOCK-4,A,MOCK,0.0164
2489,P-,A8MOCK-4,A,MOCK,0.0
2490,P-,A8MOCK-4,A,MOCK,0.0
2491,P+,B144+1,B,44,0.0
2492,P+,B144+1,B,44,0.0243
2493,P+,B144+1,B,44,0.0
2494,P+,B144+1,B,44,0.0
2495,P+,B144+1,B,44,0.0
2496,P+,B144+1,B,44,0.0
2497,P+,B144+1,B,44,0.0
2498,P+,B144+2,B,44,0.0
2499,P+,B144+2,B,44,0.0168
2500,P+,B144+2,B,44,0.0
2501,P+,B144+2,B,44,0.0
2502,P+,B144+2,B,44,0.0
2503,P+,B144+2,B,44,0.0
2504,P+,B144+2,B,44,0.0
2505,P+,B144+3,B,44,0.0
2506,P+,B144+3,B,44,0.0
2507,P+,B144+3,B,44,0.0
2508,P+,B144+3,B,44,0.0
2509,P+,B144+3,B,44,0.0
2510,P+,B144+3,B,44,0.0
2511,P+,B144+3,B,44,0.0
2512,P+,B144+4,B,44,0.0
2513,P+,B144+4,B,44,0.0
2514,P+,B144+4,B,44,0.0
2515,P+,B144+4,B,44,0.0
2516,P+,B144+4,B,44,0.0
2517,P+,B144+4,B,44,0.0
2518,P+,B144+4,B,44,0.0
2519,P-,B144-1,B,44,0.0
2520,P-,B144-1,B,44,0.0
2521,P-,B144-1,B,44,0.0
2522,P-,B144-1,B,44,0.0
2523,P-,B144-1,B,44,0.0
2524,P-,B144-1,B,44,0.0
2525,P-,B144-1,B,44,0.0
2526,P-,B144-2,B,44,0.0
2527,P-,B144-2,B,44,0.0
2528,P-,B144-2,B,44,0.0
2529,P-,B144-2,B,44,0.0
2530,P-,B144-2,B,44,0.0
2531,P-,B144-2,B,44,0.0
2532,P-,B144-3,B,44,0.0139
2533,P-,B144-3,B,44,0.0
2534,P-,B144-3,B,44,0.0
2535,P-,B144-3,B,44,0.0
2536,P-,B144-3,B,44,0.0
2537,P-,B144-3,B,44,0.0
2538,P-,B144-3,B,44,0.0
2539,P-,B144-4,B,44,0.0
2540,P-,B144-4,B,44,0.0
2541,P-,B144-4,B,44,0.0
2542,P-,B144-4,B,44,0.0
2543,P-,B144-4,B,44,0.0
2544,P-,B144-4,B,44,0.0
2545,P-,B144-4,B,44,0.0
2546,P+,B173+1,B,73,0.0
2547,P+,B173+1,B,73,0.0412
2548,P+,B173+1,B,73,0.0597
2549,P+,B173+1,B,73,0.0374
2550,P+,B173+1,B,73,0.0437
2551,P+,B173+1,B,73,0.0488
2552,P+,B173+1,B,73,0.0585
2553,P+,B173+2,B,73,0.0596
2554,P+,B173+2,B,73,0.0
2555,P+,B173+2,B,73,0.0599
2556,P+,B173+2,B,73,0.0325
2557,P+,B173+2,B,73,0.0253
2558,P+,B173+2,B,73,0.0576
2559,P+,B173+2,B,73,0.0291
2560,P+,B173+3,B,73,0.0638
2561,P+,B173+3,B,73,0.03
2562,P+,B173+3,B,73,0.0531
2563,P+,B173+3,B,73,0.0383
2564,P+,B173+3,B,73,0.0468
2565,P+,B173+3,B,73,0.0
2566,P+,B173+3,B,73,0.082
2567,P+,B173+4,B,73,0.0716
2568,P+,B173+4,B,73,0.0
2569,P+,B173+4,B,73,0.0553
2570,P+,B173+4,B,73,0.0553
2571,P+,B173+4,B,73,0.0349
2572,P+,B173+4,B,73,0.0638
2573,P+,B173+4,B,73,0.0
2574,P-,B173-1,B,73,0.026
2575,P-,B173-1,B,73,0.0229
2576,P-,B173-1,B,73,0.0207
2577,P-,B173-1,B,73,0.0151
2578,P-,B173-1,B,73,0.0199
2579,P-,B173-1,B,73,0.0258
2580,P-,B173-2,B,73,0.0388
2581,P-,B173-2,B,73,0.0247
2582,P-,B173-2,B,73,0.0173
2583,P-,B173-2,B,73,0.0224
2584,P-,B173-2,B,73,0.0039
2585,P-,B173-2,B,73,0.0306
2586,P-,B173-3,B,73,0.0294
2587,P-,B173-3,B,73,0.0207
2588,P-,B173-3,B,73,0.0127
2589,P-,B173-3,B,73,0.0219
2590,P-,B173-3,B,73,0.0271
2591,P-,B173-4,B,73,0.0187
2592,P-,B173-4,B,73,0.0224
2593,P-,B173-4,B,73,0.0207
2594,P-,B173-4,B,73,0.0206
2595,P-,B173-4,B,73,0.0
2596,P-,B173-4,B,73,0.0322
2597,P-,B173-4,B,73,0.0456
2598,P+,B179+1,B,79,0.0569
2599,P+,B179+1,B,79,0.0487
2600,P+,B179+1,B,79,0.0003
2601,P+,B179+1,B,79,0.059
2602,P+,B179+1,B,79,0.0806
2603,P+,B179+1,B,79,0.0808
2604,P+,B179+2,B,79,0.0485
2605,P+,B179+2,B,79,0.0438
2606,P+,B179+2,B,79,0.0
2607,P+,B179+2,B,79,0.0448
2608,P+,B179+2,B,79,0.0691
2609,P+,B179+2,B,79,0.0731
2610,P+,B179+3,B,79,0.0799
2611,P+,B179+3,B,79,0.0013
2612,P+,B179+3,B,79,0.057
2613,P+,B179+3,B,79,0.0191
2614,P+,B179+3,B,79,0.0617
2615,P+,B179+3,B,79,0.0697
2616,P+,B172+4,B,72,0.0412
2617,P+,B172+4,B,72,0.0598
2618,P+,B172+4,B,72,0.0621
2619,P+,B172+4,B,72,0.0526
2620,P+,B172+4,B,72,0.0696
2621,P+,B172+4,B,72,0.0402
2622,P+,B172+4,B,72,0.0
2623,P-,B179-1,B,79,0.0035
2624,P-,B179-1,B,79,0.0222
2625,P-,B179-1,B,79,0.0041
2626,P-,B179-1,B,79,0.0202
2627,P-,B179-1,B,79,0.0253
2628,P-,B179-1,B,79,0.0318
2629,P-,B179-2,B,79,0.0133
2630,P-,B179-2,B,79,0.0252
2631,P-,B179-2,B,79,0.0034
2632,P-,B179-2,B,79,0.0137
2633,P-,B179-2,B,79,0.0178
2634,P-,B179-2,B,79,0.0222
2635,P-,B179-3,B,79,0.016
2636,P-,B179-3,B,79,0.0155
2637,P-,B179-3,B,79,0.0113
2638,P-,B179-3,B,79,0.0157
2639,P-,B179-3,B,79,0.0078
2640,P-,B179-3,B,79,0.0259
2641,P-,B179-4,B,79,0.0242
2642,P-,B179-4,B,79,0.0098
2643,P-,B179-4,B,79,0.0196
2644,P-,B179-4,B,79,0.0161
2645,P-,B179-4,B,79,0.0111
2646,P-,B179-4,B,79,0.0108
2647,P-,B179-4,B,79,0.0228
2648,P+,B1100+1,B,100,0.0137
2649,P+,B1100+1,B,100,0.0
2650,P+,B1100+1,B,100,0.0
2651,P+,B1100+1,B,100,0.0288
2652,P+,B1100+1,B,100,0.0469
2653,P+,B1100+1,B,100,0.0
2654,P+,B1100+1,B,100,0.0034
2655,P+,B1100+2,B,100,0.0533
2656,P+,B1100+2,B,100,0.0071
2657,P+,B1100+2,B,100,0.0
2658,P+,B1100+2,B,100,0.0
2659,P+,B1100+2,B,100,0.0
2660,P+,B1100+2,B,100,0.0
2661,P+,B1100+2,B,100,0.0
2662,P+,B1100+3,B,100,0.078
2663,P+,B1100+3,B,100,0.0
2664,P+,B1100+3,B,100,0.0
2665,P+,B1100+3,B,100,0.0411
2666,P+,B1100+3,B,100,0.0012
2667,P+,B1100+3,B,100,0.0
2668,P+,B1100+3,B,100,0.0
2669,P+,B1100+4,B,100,0.0
2670,P+,B1100+4,B,100,0.0
2671,P+,B1100+4,B,100,0.0
2672,P+,B1100+4,B,100,0.0
2673,P+,B1100+4,B,100,0.0
2674,P+,B1100+4,B,100,0.0063
2675,P+,B1100+4,B,100,0.0
2676,P-,B1100-1,B,100,0.0
2677,P-,B1100-1,B,100,0.0
2678,P-,B1100-1,B,100,0.0
2679,P-,B1100-1,B,100,0.0271
2680,P-,B1100-1,B,100,0.0
2681,P-,B1100-1,B,100,0.0
2682,P-,B1100-1,B,100,0.0
2683,P-,B1100-2,B,100,0.027
2684,P-,B1100-2,B,100,0.0
2685,P-,B1100-2,B,100,0.0
2686,P-,B1100-2,B,100,0.0
2687,P-,B1100-2,B,100,0.0
2688,P-,B1100-2,B,100,0.0
2689,P-,B1100-2,B,100,0.0
2690,P-,B1100-3,B,100,0.0
2691,P-,B1100-3,B,100,0.0
2692,P-,B1100-3,B,100,0.0
2693,P-,B1100-3,B,100,0.0
2694,P-,B1100-3,B,100,0.0
2695,P-,B1100-3,B,100,0.0
2696,P-,B1100-3,B,100,0.0
2697,P-,B1100-4,B,100,0.0
2698,P-,B1100-4,B,100,0.0152
2699,P-,B1100-4,B,100,0.0
2700,P-,B1100-4,B,100,0.0
2701,P-,B1100-4,B,100,0.0
2702,P-,B1100-4,B,100,0.0
2703,P-,B1100-4,B,100,0.0
2704,P+,B1117+1,B,117,0.0441
2705,P+,B1117+1,B,117,0.023
2706,P+,B1117+1,B,117,0.026
2707,P+,B1117+1,B,117,0.0092
2708,P+,B1117+1,B,117,0.0142
2709,P+,B1117+1,B,117,0.0
2710,P+,B1117+1,B,117,0.0
2711,P+,B1117+2,B,117,0.0
2712,P+,B1117+2,B,117,0.0265
2713,P+,B1117+2,B,117,0.0571
2714,P+,B1117+2,B,117,0.0
2715,P+,B1117+2,B,117,0.0
2716,P+,B1117+2,B,117,0.0321
2717,P+,B1117+2,B,117,0.0
2718,P+,B1117+3,B,117,0.0
2719,P+,B1117+3,B,117,0.0056
2720,P+,B1117+3,B,117,0.0222
2721,P+,B1117+3,B,117,0.0
2722,P+,B1117+3,B,117,0.0116
2723,P+,B1117+3,B,117,0.0059
2724,P+,B1117+3,B,117,0.0304
2725,P+,B1117+4,B,117,0.0
2726,P+,B1117+4,B,117,0.0486
2727,P+,B1117+4,B,117,0.0
2728,P+,B1117+4,B,117,0.0578
2729,P+,B1117+4,B,117,0.018
2730,P+,B1117+4,B,117,0.0112
2731,P+,B1117+4,B,117,0.0
2732,P-,B1117-1,B,117,0.0134
2733,P-,B1117-1,B,117,0.0
2734,P-,B1117-1,B,117,0.0099
2735,P-,B1117-1,B,117,0.0
2736,P-,B1117-1,B,117,0.0
2737,P-,B1117-1,B,117,0.0
2738,P-,B1117-1,B,117,0.0022
2739,P-,B1117-2,B,117,0.0
2740,P-,B1117-2,B,117,0.0171
2741,P-,B1117-2,B,117,0.0
2742,P-,B1117-2,B,117,0.0
2743,P-,B1117-2,B,117,0.0
2744,P-,B1117-2,B,117,0.0139
2745,P-,B1117-2,B,117,0.0
2746,P-,B1117-3,B,117,0.0145
2747,P-,B1117-3,B,117,0.0136
2748,P-,B1117-3,B,117,0.009
2749,P-,B1117-3,B,117,0.0183
2750,P-,B1117-3,B,117,0.0
2751,P-,B1117-3,B,117,0.0174
2752,P-,B1117-3,B,117,0.0111
2753,P-,B1117-4,B,117,0.0165
2754,P-,B1117-4,B,117,0.0
2755,P-,B1117-4,B,117,0.0142
2756,P-,B1117-4,B,117,0.0
