;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;C08;SYBR;;Unkn;;;24,2271115869438;24,2271115869438;0;NaN;NaN;NaN;0;72;
;C09;SYBR;;Unkn;;;22,8226810061964;22,8226810061964;0;NaN;NaN;NaN;0;72;
;C10;SYBR;;Unkn;;;22,4141107177694;22,4141107177694;0;NaN;NaN;NaN;0;72;
;C11;SYBR;;Unkn;;;22,7898995653256;22,7898995653256;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;22,2174697383415;22,2174697383415;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;23,3775272598793;23,3775272598793;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,4044248377879;22,4044248377879;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;22,2423509753122;22,2423509753122;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;22,3792674061113;22,3792674061113;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;24,4703671338188;24,4703671338188;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;22,9542081954281;22,9542081954281;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;23,5931452021762;23,5931452021762;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;24,2429164410935;24,2429164410935;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;22,9116527279282;22,9116527279282;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;22,6236270376169;22,6236270376169;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;22,9661561775111;22,9661561775111;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;22,1313719275096;22,1313719275096;0;NaN;NaN;NaN;0;72;
;E01;SYBR;;Unkn;;;19,3066819173979;19,3066819173979;0;NaN;NaN;NaN;0;72;
;E02;SYBR;;Unkn;;;22,256327353906;22,256327353906;0;NaN;NaN;NaN;0;72;
;E03;SYBR;;Unkn;;;18,546186277051;18,546186277051;0;NaN;NaN;NaN;0;72;
;E04;SYBR;;Unkn;;;19,9767186062929;19,9767186062929;0;NaN;NaN;NaN;0;72;
;E05;SYBR;;Unkn;;;21,2964762547028;21,2964762547028;0;NaN;NaN;NaN;0;72;
;E06;SYBR;;Unkn;;;21,7075054380063;21,7075054380063;0;NaN;NaN;NaN;0;72;
;E07;SYBR;;Unkn;;;19,0927320318695;19,0927320318695;0;NaN;NaN;NaN;0;72;
;E08;SYBR;;Unkn;;;19,4595952162178;19,4595952162178;0;NaN;NaN;NaN;0;72;
;E09;SYBR;;Unkn;;;21,0198533073566;21,0198533073566;0;NaN;NaN;NaN;0;72;
;E10;SYBR;;Unkn;;;18,0293665888761;18,0293665888761;0;NaN;NaN;NaN;0;72;
;E11;SYBR;;Unkn;;;21,5683891529816;21,5683891529816;0;NaN;NaN;NaN;0;72;
;E12;SYBR;;Unkn;;;21,3069292762801;21,3069292762801;0;NaN;NaN;NaN;0;72;
;F01;SYBR;;Unkn;;;19,3410753497989;19,3410753497989;0;NaN;NaN;NaN;0;72;
;F02;SYBR;;Unkn;;;21,8734149610295;21,8734149610295;0;NaN;NaN;NaN;0;72;
;F03;SYBR;;Unkn;;;19,1638228471494;19,1638228471494;0;NaN;NaN;NaN;0;72;
;F04;SYBR;;Unkn;;;20,3676546863913;20,3676546863913;0;NaN;NaN;NaN;0;72;
;F05;SYBR;;Unkn;;;21,4651959800203;21,4651959800203;0;NaN;NaN;NaN;0;72;
;F06;SYBR;;Unkn;;;20,502904869132;20,502904869132;0;NaN;NaN;NaN;0;72;
;F07;SYBR;;Unkn;;;19,8095720659322;19,8095720659322;0;NaN;NaN;NaN;0;72;
;F08;SYBR;;Unkn;;;19,7161180072582;19,7161180072582;0;NaN;NaN;NaN;0;72;
;F09;SYBR;;Unkn;;;20,5847654616667;20,5847654616667;0;NaN;NaN;NaN;0;72;
;F10;SYBR;;Unkn;;;18,1536460398336;18,1536460398336;0;NaN;NaN;NaN;0;72;
;F11;SYBR;;Unkn;;;21,4441755627807;21,4441755627807;0;NaN;NaN;NaN;0;72;
;F12;SYBR;;Unkn;;;21,2042954697617;21,2042954697617;0;NaN;NaN;NaN;0;72;
;G01;SYBR;;Unkn;;;22,3937504095709;22,3937504095709;0;NaN;NaN;NaN;0;72;
;G02;SYBR;;Unkn;;;22,3678111863366;22,3678111863366;0;NaN;NaN;NaN;0;72;
;G03;SYBR;;Unkn;;;22,7012479611623;22,7012479611623;0;NaN;NaN;NaN;0;72;
;G04;SYBR;;Unkn;;;22,4784898665393;22,4784898665393;0;NaN;NaN;NaN;0;72;
;G05;SYBR;;Unkn;;;22,2847481302421;22,2847481302421;0;NaN;NaN;NaN;0;72;
;G06;SYBR;;Unkn;;;21,9893001954684;21,9893001954684;0;NaN;NaN;NaN;0;72;
;G07;SYBR;;Unkn;;;22,4289290069756;22,4289290069756;0;NaN;NaN;NaN;0;72;
;G08;SYBR;;Unkn;;;22,3143668061478;22,3143668061478;0;NaN;NaN;NaN;0;72;
;G09;SYBR;;Unkn;;;23,0375565129399;23,0375565129399;0;NaN;NaN;NaN;0;72;
;G10;SYBR;;Unkn;;;22,3809641926452;22,3809641926452;0;NaN;NaN;NaN;0;72;
;G11;SYBR;;Unkn;;;22,5490182133537;22,5490182133537;0;NaN;NaN;NaN;0;72;
;G12;SYBR;;Unkn;;;22,8580888795932;22,8580888795932;0;NaN;NaN;NaN;0;72;
;H01;SYBR;;Unkn;;;22,7858046676442;22,7858046676442;0;NaN;NaN;NaN;0;72;
;H02;SYBR;;Unkn;;;22,4135741383529;22,4135741383529;0;NaN;NaN;NaN;0;72;
;H03;SYBR;;Unkn;;;22,8767831805173;22,8767831805173;0;NaN;NaN;NaN;0;72;
;H04;SYBR;;Unkn;;;22,5639856473029;22,5639856473029;0;NaN;NaN;NaN;0;72;
;H05;SYBR;;Unkn;;;22,4532166461883;22,4532166461883;0;NaN;NaN;NaN;0;72;
;H06;SYBR;;Unkn;;;22,2228016454059;22,2228016454059;0;NaN;NaN;NaN;0;72;
;H07;SYBR;;Unkn;;;22,719898292881;22,719898292881;0;NaN;NaN;NaN;0;72;
;H08;SYBR;;Unkn;;;22,7413814421574;22,7413814421574;0;NaN;NaN;NaN;0;72;
;H09;SYBR;;Unkn;;;23,1665110302129;23,1665110302129;0;NaN;NaN;NaN;0;72;
;H10;SYBR;;Unkn;;;22,2090086628287;22,2090086628287;0;NaN;NaN;NaN;0;72;
;H11;SYBR;;Unkn;;;22,6797625853742;22,6797625853742;0;NaN;NaN;NaN;0;72;
;H12;SYBR;;Unkn;;;23,0906952668737;23,0906952668737;0;NaN;NaN;NaN;0;72;
